user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
2253896635,1518296320934612992,2022-04-24T18:30:26Z,SandwormPT,"Desde que estou no Twitter é o primeiro 25 de Abril que festejo sem a presença e participação do capitão de Abril Rodrigo de Sousa e Castro, o nosso @1963Cor. Tenho muita pena. 
Um grande abraço para ele e todo o meu agradecimento.

#25deAbril #25deAbril1974 #25deAbril2022",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518147662687748096,"Desde que estou no Twitter é o primeiro 25 de Abril que festejo sem a presença e participação do capitão de Abril Rodrigo de Sousa e Castro, o nosso @1963Cor. Tenho muita pena. 
Um grande abraço para ele e todo o meu agradecimento.

#25deAbril #25deAbril1974 #25deAbril2022",2022-04-24T08:39:43Z,Twitter Web App,85,2,4260221596,Rebeldiletante,Diletante,4965,5222,189618,,,FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/SandwormPT/status/1518296320934612992,StarChild,In your brains.,"@Sandworm is dead. 🥴 Long live @SandwormPT 
RTs not always endorsements.
'With The Eyes Of A Child'",NA,FALSE,1789,569,264,273276,140612,2013-12-19T18:24:59Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/2253896635/1459268228,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/838173045365817347/DJknxJWD_normal.jpg
1478768258631311363,1518296311652667394,2022-04-24T18:30:23Z,RonnelGarcia89,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0,22,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518275977155170304,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",2022-04-24T17:09:35Z,Twitter Web App,3,22,1228033507060043782,DGRPA1,@DGRPA1,860,139,3546,Caracas- Venezuela,Cuenta oficial de la Dirección General de Recursos para el Aprendizaje del Ministerio del Poder Popular para la Educación.  Ministra: Yelitze Santaella,FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/RonnelGarcia89/status/1518296311652667394,Ronnel García,,El Tiempo De Dios Es Perfecto,NA,FALSE,49,71,0,3953,79,2022-01-05T16:40:45Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1478768441465184260/6jRylYF6_normal.png
120353165,1518294425905942528,2022-04-24T18:22:54Z,MiguelMasbernat,"El lunes #25deAbril YO trabajo por #Chile no me amurro junto a camioneros golpistas, empresarios explotadores, a hijitxs de papa/mama, ni a tontxs útiles. #NoAlParoFascista

#LaConvencionAvanza
#LaConvencionSeDefiende",Twitter for Android,217,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/0067ac795cb0bcc9.json,San Bernardo,"San Bernardo, Chile",city,Chile,CL,,,,https://twitter.com/MiguelMasbernat/status/1518294425905942528,#AprueboDeSalida 🥳🇨🇱,Zootopia,"Chileno 🇨🇱🏳️‍🌈 Psicólogo Clínico, Mg Jurídico-Forense. Agnóstico. Hombre n deconstrucción🤟🏻, Contestatario. Animal Lover. Simpsoniano😁 y hartas cosas más",NA,FALSE,756,756,2,38201,9902,2010-03-06T05:37:06Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/120353165/1441802080,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1489209544517447682/BCVU3Jsm_normal.jpg
120353165,1517920962527723523,2022-04-23T17:38:53Z,MiguelMasbernat,"EL #25deabril YO TRABAJO POR UN CHILE MEJOR. NO PARALIZO PARA MANTENER EL PODERIO ECONOMICO DEL 1% MAS RICO O LA ELITE POLITICA QUE NO DESEA LA REAL DEMOCRACIA
#ChileporChile #LaConvencionSeDefiende
#LaConvencionAvanza
#NoAlParo
#SiALosCambios
#boricpresidente
🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱",Twitter for Android,279,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/0067ac795cb0bcc9.json,San Bernardo,"San Bernardo, Chile",city,Chile,CL,,,,https://twitter.com/MiguelMasbernat/status/1517920962527723523,#AprueboDeSalida 🥳🇨🇱,Zootopia,"Chileno 🇨🇱🏳️‍🌈 Psicólogo Clínico, Mg Jurídico-Forense. Agnóstico. Hombre n deconstrucción🤟🏻, Contestatario. Animal Lover. Simpsoniano😁 y hartas cosas más",NA,FALSE,756,756,2,38201,9902,2010-03-06T05:37:06Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/120353165/1441802080,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1489209544517447682/BCVU3Jsm_normal.jpg
1483193052,1518293649804693504,2022-04-24T18:19:49Z,CIIEMADIPN,"✅#Mañana 📅#25deAbril 2022 ⏰11h. #CDMX
#CátedraEnMedioAmbiente “Dr. Héctor Mayagoitia Domínguez 2022” ➡️#Conferencia “Cost Reduction and Efficiency Enhancement in Low Temperature #Water #Electrolysis” por el Dr. Adolfo Gago Rodríguez del @DLR_en 🇩🇪

🎥https://t.co/3HNMxIFOgp https://t.co/CYRAfo5jzO",Twitter Web App,273,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/CIIEMADIPN/status/1518293649804693504,CIIEMAD - IPN,Gustavo A. Madero,"Unidad Académica del @IPN_MX, que realiza procesos educativos a nivel posgrado, investigación, difusión y servicios en Medio Ambiente y Desarrollo.",https://t.co/Mf5nkXC3mR,FALSE,1645,1539,20,3269,7233,2013-06-04T20:36:23Z,FALSE,https://t.co/Mf5nkXC3mR,http://www.ciiemad.ipn.mx,NA,https://pbs.twimg.com/profile_banners/1483193052/1578331921,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1483193130451148806/nxd3I_7G_normal.png
1478400013214568460,1518292810872594439,2022-04-24T18:16:29Z,CarmenArgelle11,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0,22,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518275977155170304,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",2022-04-24T17:09:35Z,Twitter Web App,3,22,1228033507060043782,DGRPA1,@DGRPA1,860,139,3546,Caracas- Venezuela,Cuenta oficial de la Dirección General de Recursos para el Aprendizaje del Ministerio del Poder Popular para la Educación.  Ministra: Yelitze Santaella,FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/CarmenArgelle11/status/1518292810872594439,Carmen Argüelles,,"""Muy  Bendecida""",NA,FALSE,22,15,0,1771,188,2022-01-04T16:17:00Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1478401331077472262/7Hn1Vuis_normal.jpg
1331210351485071360,1518292713078149120,2022-04-24T18:16:05Z,GreyberCarrero,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,22,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518275977155170304,"Porque somos un #PuebloAlegreYEnPaz  !!ACTIVATE Y PARTICIPA!!📢🔊 la @ZEPortuguesa invita a participar este lunes #25DeAbril en la Socialización del Saber y el Hacer, Fase Estadal del los CRA.

@_LaAvanzadora 
@RosangelaOrozco 
@MPPEDUCACION 
@Danielcustodio3 
@info_mppe https://t.co/c1s4Svo8yD",2022-04-24T17:09:35Z,Twitter Web App,3,22,1228033507060043782,DGRPA1,@DGRPA1,860,139,3546,Caracas- Venezuela,Cuenta oficial de la Dirección General de Recursos para el Aprendizaje del Ministerio del Poder Popular para la Educación.  Ministra: Yelitze Santaella,FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/GreyberCarrero/status/1518292713078149120,Greyber Carrero,"Montevideo, Uruguay",Jehová es mi Pastor y nada me faltará,NA,FALSE,677,54,0,42106,368,2020-11-24T12:17:45Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1331210351485071360/1606309495,NA,http://pbs.twimg.com/profile_images/1422589415801634824/CqM4h3gR_normal.jpg
3599141843,1518291309504700417,2022-04-24T18:10:31Z,JoaoBarbosa61,"#25deAbril | Parlamento de Portas Abertas
O Palácio de São Bento estará aberto na tarde de 25 de abril, entre as 15h e as 18h, para visitas livres (condicionadas à capacidade dos espaços). 
Convido-vos a visitar a Casa da #Democracia. https://t.co/lsnnjC78HJ",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,36,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517860306839642115,"#25deAbril | Parlamento de Portas Abertas
O Palácio de São Bento estará aberto na tarde de 25 de abril, entre as 15h e as 18h, para visitas livres (condicionadas à capacidade dos espaços). 
Convido-vos a visitar a Casa da #Democracia. https://t.co/lsnnjC78HJ",2022-04-23T13:37:52Z,Twitter for iPhone,310,36,1509952361355255820,ASantosSilvaPAR,Augusto Santos Silva,9691,9,36,Portugal,"Conta oficial de Augusto Santos Silva, Presidente da Assembleia da República",FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/JoaoBarbosa61/status/1518291309504700417,mariabarbosa,,,NA,FALSE,37,45,8,13176,14681,2015-09-09T14:18:30Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
3599141843,1517971655645179907,2022-04-23T21:00:19Z,JoaoBarbosa61,"Vamos cumprir Abril! No próximo dia 25 comemoramos 48 anos da revolução e por isso vamos para a rua festejar.
Liberdade. Democracia. Pluralidade. Memória e Futuro. 
#vamosjuntos

#50x2 #liberdade #democracia #50Anos25Abril #25deAbril https://t.co/ak09qMRnNA",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,9,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517865878439739392,"Vamos cumprir Abril! No próximo dia 25 comemoramos 48 anos da revolução e por isso vamos para a rua festejar.
Liberdade. Democracia. Pluralidade. Memória e Futuro. 
#vamosjuntos

#50x2 #liberdade #democracia #50Anos25Abril #25deAbril https://t.co/ak09qMRnNA",2022-04-23T14:00:00Z,Twitter Web App,35,9,1483052974020743172,50anos25abril,50anos25abril,895,26,75,Portugal,Página  oficial da Comissão Comemorativa 50 Anos 25 de Abril | 50x2 | Liberdade e Democracia | #50Anos25Abril #25deabril,FALSE,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/JoaoBarbosa61/status/1517971655645179907,mariabarbosa,,,NA,FALSE,37,45,8,13176,14681,2015-09-09T14:18:30Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1114255040,1518291141661270018,2022-04-24T18:09:51Z,andreiar20,"24 de Abril é e será para sempre recordado como o último dia de um período contrubado, a ditadura em Portugal.

https://t.co/KaO6sIEcRg 

#Portugal ,#Historia ,#25deAbril ,#25deabrilsempre ,#ConversationswithFriends ,#CONVERSE ,#Setubal, #DitaduraNuncaMais ,#Politica",Twitter Web App,267,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/andreiar20/status/1518291141661270018,andreia rodrigues,lisboa,"Sou uma rapariga normal que quer fazer novos amigos.
 Eu quero ser sempre a melhor em tudo o que me meto
Mal ou bem,adoro a minha familia linda.",https://t.co/hq01j39xDa,FALSE,100,117,2,14096,16403,2013-01-23T12:25:20Z,FALSE,https://t.co/hq01j39xDa,https://snarede5.blogspot.com,NA,https://pbs.twimg.com/profile_banners/1114255040/1416931616,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1150517933522718720/wLBYcqzn_normal.jpg
